onset	duration	trial_type
10.182	10.349	relational
20.531	10.299	relational
30.83	10.316	relational
41.146	10.182	relational
53.331	8.296	control
61.627	8.279	control
69.906	8.296	control
78.202	8.33	control
86.532	8.162	control
112.721	8.363	control
121.084	8.346	control
129.43	8.296	control
137.726	8.33	control
146.056	8.195	control
156.288	10.366	relational
166.654	10.315	relational
176.969	10.333	relational
187.302	10.165	relational
215.495	8.279	control
223.774	8.329	control
232.103	8.346	control
240.449	8.363	control
248.812	8.163	control
259.045	10.332	relational
269.377	10.366	relational
279.743	10.315	relational
290.058	10.199	relational
318.251	10.333	relational
328.584	10.332	relational
338.916	10.349	relational
349.265	10.199	relational
361.434	8.296	control
369.73	8.329	control
378.059	8.33	control
386.389	8.279	control
394.668	8.162	control
420.908	10.332	relational
431.24	10.366	relational
441.606	10.349	relational
451.955	10.182	relational
464.124	8.312	control
472.436	8.346	control
480.782	8.33	control
489.112	8.296	control
497.408	8.179	control
523.598	8.362	control
531.96	8.346	control
540.306	8.313	control
548.619	8.279	control
556.898	8.163	control
567.098	10.315	relational
577.413	10.299	relational
587.712	10.332	relational
598.044	10.183	relational
