onset	duration	trial_type	score
7.154	4.199	face	33
13.703	2.933	face	26
20.252	2.898	face	64
26.701	3.111	face	57
32.017	4.499	face	74
40.732	2.768	face	47
44.099	5.072	face	61
52.864	4.216	face	54
60.846	7.055	face	75
69.578	4.128	face	76
77.86	3.803	face	57
84.143	3.193	face	42
90.225	3.186	face	55
96.841	5.071	face	57
105.923	3.243	face	58
111.922	3.713	face	64
117.655	4.16	face	64
125.637	3.679	face	47
133.603	3.849	face	66
140.068	3.298	face	58
145.518	3.644	face	66
153.05	3.98	face	63
160.116	3.006	face	68
165.215	6.453	face	22
173.48	4.113	face	67
179.88	3.208	face	63
186.045	5.416	face	41
194.944	4.682	face	62
202.91	4.01	face	75
208.326	4.589	face	65
215.725	5.353	face	34
224.423	4.958	face	55
233.872	7.116	face	57
242.054	3.757	face	56
248.487	4.663	face	74
254.286	4.635	face	74
262.135	3.79	face	37
267.801	2.335	face	58
271.617	3.201	face	70
276.149	4.599	face	37
283.298	7.575	face	66
294.963	4.879	face	27
301.463	6.222	face	33
310.711	5.25	face	39
317.51	6.225	face	76
328.159	4.539	face	60
333.975	5.883	face	62
343.007	3.616	face	64
347.156	3.862	face	64
351.972	6.466	face	72
362.804	4.798	face	71
370.02	3.869	face	50
374.552	4.885	face	62
380.302	7.934	face	68
389.034	5.902	face	69
398.882	3.204	face	57
403.832	3.758	face	60
408.331	1.388	face	45
411.664	4.286	face	69
417.163	2.816	face	21
