onset	duration	trial_type	score
7.012	8.584	face	72
17.477	4.918	face	68
23.126	1.354	face	40
27.292	2.083	face	87
32.458	3.876	face	85
37.408	4.203	face	84
45.223	5.122	face	73
53.689	3.986	face	37
60.288	3.707	face	59
65.937	2.728	face	62
69.67	5.595	face	14
77.419	3.501	face	78
83.868	3.369	face	86
89.717	3.463	face	62
97.083	4.192	face	55
105.482	3.772	face	63
110.864	4.822	face	94
116.347	2.392	face	56
122.213	6.011	face	33
132.711	2.59	face	96
139.044	4.192	face	100
145.643	5.888	face	32
152.458	5.112	face	47
159.374	3.922	face	82
165.84	5.521	face	57
171.889	3.018	face	81
177.788	4.341	face	62
185.42	4.684	face	78
193.253	4.334	face	92
199.668	3.661	face	99
205.018	6.094	face	82
212.383	3.056	face	55
217.183	7.197	face	81
228.748	2.203	face	49
233.964	4.823	face	65
242.746	4.891	face	81
251.061	3.9	face	79
258.777	6.961	face	34
269.759	3.722	face	61
274.075	9.915	face	74
286.673	3.05	face	71
291.139	4.064	face	77
297.955	6.121	face	81
304.87	2.034	face	53
308.453	4.999	face	67
317.002	2.816	face	74
322.101	3.581	face	81
326.901	3.754	face	85
333.0	2.426	face	100
339.099	7.725	face	18
350.031	2.929	face	36
354.98	3.472	face	83
362.746	4.248	face	74
368.345	3.049	face	58
372.528	2.897	face	86
379.527	5.033	face	63
386.776	2.514	face	67
393.725	3.86	face	92
399.057	4.767	face	88
407.989	4.736	face	23
