onset	duration	trial_type	score
7.433	2.122	face	61
13.983	1.821	face	93
17.282	1.951	face	83
22.648	2.237	face	100
25.414	2.301	face	76
30.597	4.241	face	60
37.663	3.589	face	41
44.012	3.574	face	77
48.594	3.347	face	80
53.96	2.189	face	65
59.843	3.114	face	60
66.908	2.419	face	93
72.408	2.599	face	69
79.107	2.274	face	71
84.739	2.862	face	29
88.206	2.492	face	86
92.305	3.468	face	92
98.721	2.426	face	58
102.554	1.784	face	90
107.353	2.156	face	57
114.002	2.672	face	51
117.535	2.585	face	43
121.318	5.412	face	50
130.55	2.257	face	68
134.549	3.024	face	86
140.182	4.779	face	66
149.264	3.737	face	95
156.213	4.936	face	82
162.828	2.82	face	84
166.445	3.737	face	58
173.327	1.852	face	65
177.393	2.238	face	85
183.526	2.427	face	71
188.425	2.595	face	58
192.908	4.429	face	72
198.407	2.71	face	53
202.923	3.73	face	77
207.589	3.79	face	90
212.921	4.314	face	78
221.27	2.154	face	77
227.653	1.92	face	83
232.119	3.0	face	73
237.268	2.527	face	83
240.918	2.271	face	75
246.733	5.252	face	79
256.349	4.599	face	78
262.298	4.795	face	84
269.78	3.512	face	95
277.046	2.41	face	94
282.745	2.69	face	82
288.928	2.603	face	44
293.877	4.852	face	84
302.342	4.694	face	37
307.775	3.299	face	79
313.157	3.555	face	84
320.873	4.014	face	35
327.172	4.691	face	79
334.271	3.076	face	92
338.021	2.249	face	65
342.22	3.469	face	77
